0.0000000000 0.0000000000
0.0012500000 -0.0001592630
0.0037500000 -0.0006870797
0.0062500000 -0.0015469184
0.0087500000 -0.0025949843
0.0112500000 -0.0037369910
0.0137500000 -0.0049205338
0.0162500000 -0.0061153044
0.0187500000 -0.0072987911
0.0212500000 -0.0084720133
0.0237500000 -0.0096231443
0.0262500000 -0.0107569959
0.0287500000 -0.0118738932
0.0312500000 -0.0129780480
0.0337500000 -0.0140687692
0.0362500000 -0.0151541634
0.0387500000 -0.0162317597
0.0412500000 -0.0173100335
0.0437500000 -0.0183951254
0.0462500000 -0.0194802004
0.0487500000 -0.0205547730
0.0512500000 -0.0216157979
0.0537500000 -0.0226511032
0.0562500000 -0.0236645946
0.0587500000 -0.0246565234
0.0612500000 -0.0256136872
0.0637500000 -0.0265500460
0.0662500000 -0.0274558811
0.0687500000 -0.0283328582
0.0712500000 -0.0291926360
0.0737500000 -0.0300300485
0.0762500000 -0.0308440938
0.0787500000 -0.0316467427
0.0812500000 -0.0324331587
0.0837500000 -0.0332050595
0.0862500000 -0.0339732033
0.0887500000 -0.0347165035
0.0912500000 -0.0354599479
0.0937500000 -0.0361874606
0.0962500000 -0.0369069552
0.0987500000 -0.0376133387
0.1012500000 -0.0383159142
0.1037500000 -0.0390056852
0.1062500000 -0.0396945233
0.1087500000 -0.0403736729
0.1112500000 -0.0410518486
0.1137500000 -0.0417303110
0.1162500000 -0.0423963941
0.1187500000 -0.0430642978
0.1212500000 -0.0437351404
0.1237500000 -0.0443849130
0.1262500000 -0.0450429161
0.1287500000 -0.0456967356
0.1312500000 -0.0463454488
0.1337500000 -0.0469995490
0.1362500000 -0.0476519656
0.1387500000 -0.0483060947
0.1412500000 -0.0489607949
0.1437500000 -0.0496268326
0.1462500000 -0.0502775469
0.1487500000 -0.0509279393
0.1512500000 -0.0515965785
0.1537500000 -0.0522543694
0.1562500000 -0.0529214015
0.1587500000 -0.0535788653
0.1612500000 -0.0542440105
0.1637500000 -0.0549169413
0.1662500000 -0.0555912983
0.1687500000 -0.0562569698
0.1712500000 -0.0569408136
0.1737500000 -0.0576294370
0.1762500000 -0.0583238247
0.1787500000 -0.0590148282
0.1812500000 -0.0597313786
0.1837500000 -0.0604362150
0.1862500000 -0.0611523692
0.1887500000 -0.0618644885
0.1912500000 -0.0625850852
0.1937500000 -0.0633062556
0.1962500000 -0.0639949571
0.1987500000 -0.0646802471
0.2012500000 -0.0653538959
0.2037500000 -0.0659970281
