0.0000000000 0.0000000000
0.0012500000 0.0305236887
0.0037500000 0.0262129538
0.0062500000 0.0221409430
0.0087500000 0.0185503233
0.0112500000 0.0155861408
0.0137500000 0.0132553942
0.0162500000 0.0114697592
0.0187500000 0.0101079139
0.0212500000 0.0090574949
0.0237500000 0.0082293950
0.0262500000 0.0075590370
0.0287500000 0.0070017568
0.0312500000 0.0065275805
0.0337500000 0.0061161502
0.0362500000 0.0057536025
0.0387500000 0.0054302515
0.0412500000 0.0051391875
0.0437500000 0.0048756345
0.0462500000 0.0046358398
0.0487500000 0.0044167177
0.0512500000 0.0042155552
0.0537500000 0.0040302008
0.0562500000 0.0038588869
0.0587500000 0.0037000049
0.0612500000 0.0035522795
0.0637500000 0.0034147915
0.0662500000 0.0032868960
0.0687500000 0.0031681321
0.0712500000 0.0030580295
0.0737500000 0.0029562260
0.0762500000 0.0028622755
0.0787500000 0.0027756477
0.0812500000 0.0026959816
0.0837500000 0.0026227025
0.0862500000 0.0025549669
0.0887500000 0.0024918564
0.0912500000 0.0024324510
0.0937500000 0.0023758858
0.0962500000 0.0023214553
0.0987500000 0.0022685441
0.1012500000 0.0022165910
0.1037500000 0.0021653323
0.1062500000 0.0021146901
0.1087500000 0.0020646798
0.1112500000 0.0020152965
0.1137500000 0.0019664623
0.1162500000 0.0019181669
0.1187500000 0.0018703115
0.1212500000 0.0018226934
0.1237500000 0.0017752273
0.1262500000 0.0017277232
0.1287500000 0.0016799877
0.1312500000 0.0016319021
0.1337500000 0.0015834679
0.1362500000 0.0015346642
0.1387500000 0.0014855262
0.1412500000 0.0014361568
0.1437500000 0.0013866929
0.1462500000 0.0013373003
0.1487500000 0.0012881122
0.1512500000 0.0012392585
0.1537500000 0.0011908618
0.1562500000 0.0011430112
0.1587500000 0.0010957785
0.1612500000 0.0010492635
0.1637500000 0.0010035514
0.1662500000 0.0009587307
0.1687500000 0.0009149231
0.1712500000 0.0008721761
0.1737500000 0.0008305090
0.1762500000 0.0007899704
0.1787500000 0.0007506012
0.1812500000 0.0007123710
0.1837500000 0.0006752646
0.1862500000 0.0006392965
0.1887500000 0.0006044794
0.1912500000 0.0005708391
0.1937500000 0.0005383859
0.1962500000 0.0005071405
0.1987500000 0.0004771590
0.2012500000 0.0004484584
0.2037500000 0.0004210210
0.2062500000 0.0003948058
0.2087500000 0.0003697601
0.2112500000 0.0003458261
0.2137500000 0.0003229413
0.2162500000 0.0003010423
0.2187500000 0.0002800751
0.2212500000 0.0002599555
0.2237500000 0.0002405898
0.2262500000 0.0002219088
0.2287500000 0.0002038641
0.2312500000 0.0001864304
0.2337500000 0.0001696024
0.2362500000 0.0001533758
0.2387500000 0.0001377592
0.2412500000 0.0001227683
0.2437500000 0.0001084386
0.2462500000 0.0000947905
0.2487500000 0.0000818209
0.2512500000 0.0000695269
0.2537500000 0.0000579059
0.2562500000 0.0000469491
0.2587500000 0.0000366311
0.2612500000 0.0000269162
0.2637500000 0.0000177700
0.2662500000 0.0000091701
0.2687500000 0.0000010868
0.2712500000 -0.0000065358
0.2737500000 -0.0000137448
0.2762500000 -0.0000205703
0.2787500000 -0.0000270314
0.2812500000 -0.0000331376
0.2837500000 -0.0000388991
0.2862500000 -0.0000443263
0.2887500000 -0.0000494346
0.2912500000 -0.0000542324
0.2937500000 -0.0000587282
0.2962500000 -0.0000629277
0.2987500000 -0.0000668422
0.3012500000 -0.0000704890
0.3037500000 -0.0000738750
0.3062500000 -0.0000769987
0.3087500000 -0.0000798515
0.3112500000 -0.0000824271
0.3137500000 -0.0000847345
0.3162500000 -0.0000867836
0.3187500000 -0.0000885913
0.3212500000 -0.0000901714
