# Reynolds number time series
# <Re(t)> averaged between 250.000000 and 300.000000 with sampling frequency 0.500000
# time		 Re_uMag(t)	 <Re_uMag(t)>	 Re_uxMag(t)	 <Re_uxMag(t)>	 Re_uzMag(t)	 <Re_uzMag(t)>	  Re_uRMS(t)	 <Re_uRMS(t)>	 Re_uxRMS(t)	 <Re_uxRMS(t)>	 Re_uzRMS(t)	 <Re_uzRMS(t)>	 
276.500000	 20718.911366	 16757.070085	 12077.680113	 13419.610231	 17465.720246	 12960.952285	 23504.045796	 18413.100263	 15247.645945	 15760.023212	 19460.939738	 15098.384308	 
277.000000	 21637.458282	 16696.569795	 14736.434301	 13349.338421	 17345.389659	 12991.529098	 24169.921028	 18339.050220	 18341.796121	 15684.045278	 18662.250730	 15116.013424	 
277.500000	 22199.348379	 16636.223368	 16253.628745	 13273.880044	 17292.743170	 13019.597486	 24579.361618	 18263.767139	 20190.852931	 15599.534331	 18241.223246	 15126.855889	 
278.000000	 22716.165833	 16578.894117	 18027.360893	 13198.349135	 17344.938569	 13043.223196	 25121.054715	 18188.985941	 21869.988276	 15517.635494	 18213.089543	 15135.165111	 
278.500000	 23109.771837	 16525.296469	 18820.824727	 13133.025208	 17443.818487	 13063.052902	 25089.340477	 18114.827977	 22292.435825	 15440.899953	 18317.989217	 15132.376410	 
279.000000	 22236.133835	 16466.983043	 17776.499933	 13075.855772	 17364.539275	 13078.143715	 24390.081575	 18034.911356	 21198.323635	 15367.849493	 18578.481300	 15127.225655	 
279.500000	 22044.617692	 16409.197003	 15010.967228	 13025.053806	 17058.191819	 13090.906361	 23388.566134	 17959.753658	 18620.398751	 15298.818196	 18041.935786	 15124.054843	 
280.000000	 21904.561423	 16356.842829	 15108.305830	 12978.882053	 16660.407105	 13110.977306	 23392.420224	 17887.964363	 17151.875447	 15232.348921	 17915.478254	 15131.598638	 
280.500000	 19960.094381	 16334.433020	 14660.115642	 12937.066629	 16434.969736	 13152.216293	 21393.774091	 17820.292848	 16574.481361	 15170.655490	 17921.998095	 15162.111600	 
281.000000	 19664.037567	 16354.771984	 15693.236130	 12898.684335	 16295.945376	 13201.880443	 20987.265216	 17757.613851	 17431.479949	 15113.435574	 18584.014635	 15203.491289	 
281.500000	 19248.294763	 16378.964679	 15169.082756	 12859.401664	 16204.680434	 13247.170550	 20729.797944	 17729.823405	 16938.695306	 15059.070401	 18499.619943	 15247.542155	 
282.000000	 20009.754235	 16417.560233	 14351.507826	 12818.918483	 16370.395454	 13292.492815	 20900.897709	 17736.212345	 16340.399240	 15007.020111	 18678.014126	 15294.167964	 
282.500000	 20097.172836	 16470.279696	 14176.463266	 12783.745633	 16140.443052	 13333.525137	 21188.098767	 17766.189888	 15965.031396	 14954.533104	 17969.917244	 15326.531530	 
283.000000	 19786.418903	 16517.627136	 13724.133330	 12752.237422	 16147.684910	 13375.446360	 21101.518316	 17815.308282	 15614.016866	 14904.139191	 17396.273988	 15352.753523	 
283.500000	 19678.354474	 16564.108421	 14162.981953	 12722.831213	 16356.254365	 13418.630524	 21092.752446	 17862.461067	 16042.323352	 14854.957257	 17176.634576	 15378.296188	 
284.000000	 19821.734637	 16608.864153	 14828.770118	 12696.178532	 16538.330232	 13463.835584	 20889.077260	 17901.616866	 16614.459753	 14809.458180	 17278.433261	 15405.624065	 
284.500000	 20396.532142	 16654.017573	 13242.988884	 12669.313367	 16785.836097	 13511.053700	 21357.244786	 17936.981810	 14931.896809	 14768.149537	 17613.734762	 15435.438215	 
285.000000	 20751.515181	 16703.422113	 13347.063273	 12645.929635	 16872.519457	 13558.252732	 21726.150848	 17979.734410	 15342.256993	 14728.742800	 17859.569087	 15467.196085	 
285.500000	 21054.710481	 16750.733537	 13277.979835	 12623.889805	 16863.107273	 13603.831425	 21953.660906	 18021.693937	 15403.362108	 14690.905506	 17914.819513	 15499.867149	 
286.000000	 21510.805765	 16796.990163	 13957.510922	 12609.050534	 16982.825767	 13650.066754	 22459.259003	 18062.652043	 15971.594644	 14659.592281	 18577.673152	 15541.494933	 
286.500000	 20638.395388	 16840.831902	 14213.244581	 12615.237233	 17093.028230	 13696.581635	 21745.699476	 18105.299254	 16384.966116	 14627.076084	 18599.425304	 15581.673763	 
287.000000	 19585.079189	 16874.544520	 14185.824830	 12619.455820	 17164.301633	 13742.805788	 20719.489335	 18137.761037	 16233.728711	 14586.342239	 18618.638695	 15621.827229	 
287.500000	 18862.631261	 16898.924706	 13411.345842	 12615.366914	 17198.249453	 13788.264506	 20100.975073	 18160.434141	 15352.491073	 14543.918369	 18782.834949	 15663.077963	 
288.000000	 18747.939718	 16915.835359	 12873.834436	 12600.105823	 17272.170954	 13833.484406	 20040.744305	 18178.830287	 14808.725778	 14499.884754	 18643.356558	 15701.628696	 
288.500000	 18814.183423	 16934.522801	 13241.197946	 12577.646238	 17365.452250	 13878.757633	 19962.124802	 18197.386623	 15808.824062	 14460.016742	 18594.345023	 15738.555797	 
289.000000	 18987.616566	 16957.080222	 13762.270426	 12548.477448	 17366.284745	 13922.877928	 19979.417019	 18216.085771	 16976.135839	 14422.079976	 18552.223720	 15774.037474	 
289.500000	 19084.422169	 16979.714205	 14328.596456	 12517.196316	 17273.564753	 13964.759160	 19838.974055	 18232.764121	 17635.337249	 14388.139194	 18502.365410	 15808.136894	 
290.000000	 19111.639059	 17003.188976	 14481.097432	 12483.882030	 17165.429259	 14004.272318	 19690.400063	 18248.558784	 17627.977839	 14355.854874	 18263.187209	 15838.319233	 
290.500000	 19455.316446	 17027.790602	 14102.519834	 12446.771883	 17106.271634	 14042.065053	 19922.446429	 18264.376790	 16818.307730	 14354.875141	 18020.395104	 15864.884036	 
291.000000	 19987.733122	 17050.842412	 13351.100227	 12408.402723	 17026.263267	 14077.517917	 20465.715205	 18278.862050	 15654.571035	 14369.093759	 18103.054342	 15890.452472	 
291.500000	 20563.451477	 17072.482837	 13331.834368	 12368.010825	 16939.010747	 14109.736666	 20892.239695	 18290.676880	 15825.760393	 14362.913817	 18271.368512	 15917.614648	 
292.000000	 20022.215079	 17093.282241	 13444.171822	 12353.438387	 16960.446153	 14141.497705	 20817.871560	 18302.696937	 15753.043080	 14361.913839	 18411.567398	 15944.854279	 
292.500000	 20082.993153	 17111.644773	 13654.372843	 12361.216603	 17137.209347	 14175.848305	 20743.331140	 18318.849329	 15797.635142	 14370.014677	 18412.877038	 15973.545508	 
293.000000	 20032.310970	 17124.362792	 13856.785045	 12373.936526	 17333.342704	 14212.119565	 20679.562109	 18334.672330	 15983.873637	 14380.521286	 18971.577379	 16005.244944	 
293.500000	 20265.906425	 17134.817702	 14645.732446	 12396.454817	 17544.417695	 14249.815761	 21420.719475	 18340.687845	 16433.280386	 14401.389208	 19358.288190	 16042.822956	 
294.000000	 20386.171987	 17142.963912	 15810.712858	 12427.284658	 17584.770273	 14286.873008	 21287.666844	 18346.449677	 17200.615063	 14430.227103	 18840.877384	 16074.221034	 
294.500000	 20095.903572	 17158.118860	 16186.260939	 12457.193828	 17550.284785	 14320.320171	 20719.831123	 18359.698391	 17513.443384	 14454.910353	 18794.626894	 16101.264108	 
295.000000	 19746.216643	 17174.143040	 16299.774770	 12481.051092	 17443.149457	 14347.545785	 20313.882695	 18373.434497	 17587.411514	 14465.748071	 18750.153205	 16124.325308	 
295.500000	 20836.821713	 17194.701323	 16435.519863	 12495.988318	 17268.839025	 14368.974740	 21366.392841	 18391.822547	 17556.638546	 14469.058258	 18553.745229	 16140.990800	 
296.000000	 20745.597770	 17216.592283	 16122.873665	 12508.558977	 17114.949116	 14385.063214	 21252.832587	 18412.134554	 17574.595497	 14472.126565	 18454.182968	 16151.577173	 
296.500000	 20531.290978	 17239.840582	 15556.933598	 12523.112883	 16970.309882	 14396.269840	 21244.580189	 18428.892673	 17355.761317	 14478.671913	 18157.432044	 16159.670875	 
297.000000	 20251.057038	 17262.866178	 14896.832420	 12537.416971	 16842.477019	 14405.207963	 21007.143172	 18442.832098	 17103.771222	 14489.373728	 17688.259133	 16164.101544	 
297.500000	 19801.775728	 17283.175123	 15101.249550	 12553.149241	 16794.989861	 14414.932182	 20861.624587	 18453.295872	 17326.412061	 14507.504246	 17463.975476	 16165.124232	 
298.000000	 19839.085024	 17299.992552	 15626.183133	 12571.224323	 16913.069511	 14426.873577	 21079.852205	 18460.092693	 17806.663310	 14533.443869	 17456.071520	 16165.995787	 
298.500000	 19629.721027	 17312.649380	 15800.731428	 12597.863921	 17048.798198	 14440.509693	 21065.309786	 18463.889246	 18287.755880	 14566.620497	 17587.882835	 16167.021750	 
299.000000	 19288.895034	 17322.055303	 15879.129106	 12630.853739	 17200.741204	 14454.990354	 20936.761558	 18465.855310	 18676.106963	 14604.281279	 17773.518327	 16169.327293	 
299.500000	 19126.386183	 17331.215924	 15641.356389	 12660.909613	 17320.188103	 14470.235362	 20602.674274	 18468.448430	 18279.797543	 14638.107900	 17929.247178	 16173.193732	 
300.000000	 19278.910185	 17343.317278	 15147.800993	 12684.662245	 17419.190675	 14485.435608	 20635.492681	 18474.897706	 17682.119701	 14662.695134	 18116.669368	 16179.697097	 
